0 0 0
87.9691 0.466697 0.307499
224.701 0.728213 0.718440
365.256363004 1.01673 0.9832687
686.971 1.6660 1.3814
4332.59 5.45492 4.95029
10759.22 10.086 9.024
30688.5 20.11 18.33
60182 30.33 29.81
90581 49.319 29.656
27.321661 0.00270993162 0.00242383129
27795.525 35.1 0.586
